Notes,County,County Code,Avg Daily Sunlight (KJ/mｲ),# of Observations for Daily Sunlight,Min Daily Sunlight,Max Daily Sunlight
,"Jefferson County, GA",13163,17436.53,108477,2415.3,34941.2
,"Jenkins County, GA",13165,17584.28,60265,2313.2,35272.9
,"Johnson County, GA",13167,17471.38,36159,2419.4,34551
,"Jones County, GA",13169,17208.51,72318,2213.8,33962
,"Lamar County, GA",13171,17096.94,48212,2215.6,33120.6
,"Lanier County, GA",13173,17793.9,12053,2299.5,33605.6
,"Laurens County, GA",13175,17511.42,168742,2144.6,35096.2
,"Lee County, GA",13177,17428.13,60265,2202.4,34293.6
,"Liberty County, GA",13179,18239.93,120530,1884,35407.7
,"Lincoln County, GA",13181,17356.03,48212,2198.3,33829.1
,"Long County, GA",13183,17822.31,96424,2007.6,34975.7
,"Lowndes County, GA",13185,17802.58,84371,2304.9,33571
,"Lumpkin County, GA",13187,16528.4,60265,2068.5,32262.4
,"McDuffie County, GA",13189,17281.8,48212,2315.6,34041.3
,"McIntosh County, GA",13191,18694.33,72318,1815,35350.1
,"Macon County, GA",13193,17302.74,72318,2189.9,34390.4
,"Madison County, GA",13195,17029.66,60265,2283.5,32712.3
,"Marion County, GA",13197,17219.9,72318,2241.7,33716.4
,"Meriwether County, GA",13199,16962.48,108477,2136,32927.4
,"Miller County, GA",13201,17479.04,36159,2280.4,33012.9
,"Mitchell County, GA",13205,17502.11,84371,2057.4,33294.3
,"Monroe County, GA",13207,17100.53,60265,2268.6,33499.2
,"Montgomery County, GA",13209,17538.14,48212,2053.6,34790.5
,"Morgan County, GA",13211,17105.94,60265,2258.5,33439.6
,"Murray County, GA",13213,16081.85,72318,2045.9,32596.9
,"Muscogee County, GA",13215,17114.18,60265,2327.6,33440.5
,"Newton County, GA",13217,17029.64,36159,2258.3,33289.3
,"Oconee County, GA",13219,16984.47,36159,2317.6,33133.1
,"Oglethorpe County, GA",13221,17054.27,60265,2374.7,33028.9
,"Paulding County, GA",13223,16483.34,60265,2040.7,32718.6
,"Peach County, GA",13225,17336.26,24106,2247,34002.5
,"Pickens County, GA",13227,16443.86,36159,1955.6,32785.2
,"Pierce County, GA",13229,17729.38,72318,1973,34104.2
,"Pike County, GA",13231,17004.81,48212,2056.6,32757.9
,"Polk County, GA",13233,16421.88,84371,1917.4,32851.2
,"Pulaski County, GA",13235,17477.4,60265,2160,34916.3
,"Putnam County, GA",13237,17211.85,84371,2239.5,34058.4
,"Quitman County, GA",13239,17278.59,48212,2213.7,33325.1
,"Rabun County, GA",13241,16714.61,84371,2201.9,31453.5
,"Randolph County, GA",13243,17353.24,72318,2220.4,33573.6
,"Richmond County, GA",13245,17434.3,84371,2344.1,34949.7
,"Rockdale County, GA",13247,16942.02,36159,2245.7,33398.3
,"Schley County, GA",13249,17247.46,36159,2214.4,34219
,"Screven County, GA",13251,17586.66,132583,2326.9,35441.7
,"Seminole County, GA",13253,17599.68,60265,2391.7,32930.5
,"Spalding County, GA",13255,17016.12,36159,2138.4,33102.3
,"Stephens County, GA",13257,16958.04,24106,2192.6,32820
,"Stewart County, GA",13259,17260.31,96424,2168.7,33532.6
,"Sumter County, GA",13261,17321.55,84371,2077.8,34495.4
,"Talbot County, GA",13263,17046.32,84371,2296.6,32895.4
,"Taliaferro County, GA",13265,17224.07,36159,2319,33702.1
,"Tattnall County, GA",13267,17587.64,84371,2091.3,34167.9
,"Taylor County, GA",13269,17149.11,72318,2233.8,33575.7
,"Telfair County, GA",13271,17586.94,84371,2010.6,35188.7
,"Terrell County, GA",13273,17331.42,60265,2288.5,34042.6
,"Thomas County, GA",13275,17686.01,120530,2223.6,32903.4
,"Tift County, GA",13277,17627.25,36159,2158.7,33604
,"Toombs County, GA",13279,17542.03,60265,2072.6,34155.3
,"Towns County, GA",13281,16381.64,36159,2202,29708.9
,"Treutlen County, GA",13283,17518.96,48212,2159.9,34943.1
,"Troup County, GA",13285,16950.11,84371,2205.4,32722.8
,"Turner County, GA",13287,17556.39,36159,2111.7,34189
,"Twiggs County, GA",13289,17364.81,72318,2295.5,34272.1
,"Union County, GA",13291,16160.1,72318,2055.4,29932.6
,"Upson County, GA",13293,17108.73,60265,2092.2,32897.5
,"Walker County, GA",13295,16221.58,84371,2015.4,32443.8
,"Walton County, GA",13297,16929.55,72318,2278,33281.1
,"Ware County, GA",13299,17751.51,156689,1834.5,33920.5
,"Warren County, GA",13301,17284.19,60265,2302.8,34398.9
,"Washington County, GA",13303,17398.35,144636,2409.7,34408.5
,"Wayne County, GA",13305,17822.85,108477,1984.2,34815.3
,"Webster County, GA",13307,17260.11,36159,2177.7,34208.9
,"Wheeler County, GA",13309,17587.83,48212,2032.4,35005.2
,"White County, GA",13311,16658.42,48212,2024.2,31944.9
,"Whitfield County, GA",13313,16178.35,36159,2077.2,32835.6
,"Wilcox County, GA",13315,17519.07,72318,2113.6,34696.9
,"Wilkes County, GA",13317,17184.91,96424,2196.1,33684.8
,"Wilkinson County, GA",13319,17411.17,72318,2322.4,34506.9
,"Worth County, GA",13321,17540.95,108477,2096.5,34300.4
,"Ada County, ID",16001,16625.1,216954,1831.6,32830.8
,"Adams County, ID",16003,16092.94,301325,1711.8,32529.4
,"Bannock County, ID",16005,16643.53,216954,2319,30767.8
,"Bear Lake County, ID",16007,17125.18,265166,2499,30900.3
,"Benewah County, ID",16009,13986.94,168742,1117.5,30575.3
,"Bingham County, ID",16011,16258.1,458014,1950,30963.9
,"Blaine County, ID",16013,16854.18,542385,2126.2,31577.6
,"Boise County, ID",16015,16547.02,445961,1931.1,33240
,"Bonner County, ID",16017,13782.64,470067,912.2,31157.8
,"Bonneville County, ID",16019,16365.51,458014,1839.9,31426.1
,"Boundary County, ID",16021,13821.66,301325,1173.9,31049.9
,"Butte County, ID",16023,16515.52,530332,2068.8,30888.4
,"Camas County, ID",16025,17156.46,229007,2413.7,31936.4
,"Canyon County, ID",16027,16558.04,120530,1604.3,32916.9
,"Caribou County, ID",16029,16742.8,385696,2311.6,31125.5
,"Cassia County, ID",16031,16538.17,530332,2205.1,30351.7
,"Clark County, ID",16033,16074.54,421855,2128.3,30928
,"Clearwater County, ID",16035,14584.89,554438,1143.1,32175.2
,"Custer County, ID",16037,16279.07,1120929,2262.1,32734.5
,"Elmore County, ID",16039,16938.02,687021,1851,33376
,"Franklin County, ID",16041,17222.43,132583,2232.9,30983.3
,"Fremont County, ID",16043,16136.39,458014,2029.5,33272
,"Gem County, ID",16045,16206.28,156689,1805.8,32468.1
,"Gooding County, ID",16047,16982.79,192848,1939.1,32155.9
,"Idaho County, ID",16049,15105.29,2000798,1205.1,33700
,"Jefferson County, ID",16051,16113.71,204901,2090.6,31089.5
,"Jerome County, ID",16053,16646.67,132583,2011.3,31060
,"Kootenai County, ID",16055,13814.01,289272,1046.3,30350.7
,"Latah County, ID",16057,14433.85,216954,1117.2,30608.3
,"Lemhi County, ID",16059,15855.02,1000399,1654.9,31242
,"Lewis County, ID",16061,14662.14,144636,1242.7,30419.9
,"Lincoln County, ID",16063,16954.33,313378,2021.4,31465.4
,"Madison County, ID",16065,16046.27,96424,1976.6,30464.1
,"Minidoka County, ID",16067,16600.45,192848,2044.8,30816.2
,"Nez Perce County, ID",16069,14706.38,168742,1174.3,30432.5
,"Oneida County, ID",16071,16703.6,277219,2221.3,30910.9
,"Owyhee County, ID",16073,16650.94,1639208,1799.5,32635.5
,"Payette County, ID",16075,16287.78,84371,1573.4,32995.9
,"Power County, ID",16077,16449.15,325431,2181.4,30461.7
,"Shoshone County, ID",16079,14287.58,711127,1145.6,32631.4
,"Teton County, ID",16081,16458.71,108477,2168.5,30970.7
,"Twin Falls County, ID",16083,16606.4,397749,1849,31171.7
,"Valley County, ID",16085,16069.7,795498,1700.3,32731.7
,"Washington County, ID",16087,16153.04,373643,1621.3,32225.2
,"Adams County, IL",17001,15108.11,229007,1495.9,29756.1
,"Alexander County, IL",17003,15752.16,72318,1496.1,31865.7
,"Bond County, IL",17005,15340.01,72318,1600.1,30108.5
,"Boone County, IL",17007,14434.73,72318,1474.3,29785.8
,"Brown County, IL",17009,15063.01,60265,1546.4,29485.5
,"Bureau County, IL",17011,14640.4,216954,1443,29497
,"Calhoun County, IL",17013,15439.43,48212,1650.4,29895.5
,"Carroll County, IL",17015,14514.95,120530,1402.2,29311.1
,"Cass County, IL",17017,15020.99,84371,1521.9,29357
,"Champaign County, IL",17019,14945.13,204901,1440.3,29933.6
,"Christian County, IL",17021,15112.2,132583,1510.6,29477.2
,"Clark County, IL",17023,15015.56,120530,1604.4,29951.8
,"Clay County, IL",17025,15243.45,96424,1626.9,30407.3
,"Clinton County, IL",17027,15410.39,120530,1594.1,30366.6
,"Coles County, IL",17029,15027.5,96424,1600.5,29661.5
,"Cook County, IL",17031,14763.45,180795,1541.2,33940.8
,"Crawford County, IL",17033,15101.42,84371,1640.9,30180.8
,"Cumberland County, IL",17035,15074.63,96424,1517.3,29803.7
,"DeKalb County, IL",17037,14527.05,144636,1456.3,29767.9
,"De Witt County, IL",17039,14931.58,84371,1488.8,29581.2
,"Douglas County, IL",17041,15005.21,96424,1555.1,29658.4
,"DuPage County, IL",17043,14439.07,72318,1576.2,30321
,"Edgar County, IL",17045,14981.5,144636,1580.2,29942.5
,"Edwards County, IL",17047,15313.41,36159,1689.3,30564.5
,"Effingham County, IL",17049,15164.49,96424,1545.5,29912.1
,"Fayette County, IL",17051,15214.38,156689,1593.8,30003.4
,"Ford County, IL",17053,14796.95,120530,1450,29734.3
,"Franklin County, IL",17055,15528.74,72318,1635.3,30799.9
,"Fulton County, IL",17057,14888.82,192848,1482.4,29028.3
,"Gallatin County, IL",17059,15525.59,48212,1525,31501.8
,"Greene County, IL",17061,15313.51,120530,1609.3,29707.2
,"Grundy County, IL",17063,14659.77,108477,1439.9,29756.8
,"Hamilton County, IL",17065,15464.12,108477,1603.4,30977.7
,"Hancock County, IL",17067,14950.02,156689,1486.6,29541
,"Hardin County, IL",17069,15632.91,24106,1516.8,31851.8
,"Henderson County, IL",17071,14838.4,120530,1466.7,29522.2
,"Henry County, IL",17073,14673.38,192848,1431.4,29429.8
,"Iroquois County, IL",17075,14783.19,241060,1448.3,29846.1
,"Jackson County, IL",17077,15546.36,144636,1637.7,30604.5
,"Jasper County, IL",17079,15113.86,72318,1536,30036.3
,"Jefferson County, IL",17081,15428.64,108477,1661.2,30488.4
,"Jersey County, IL",17083,15399.87,84371,1673.9,29736
,"Jo Daviess County, IL",17085,14465.3,120530,1386.2,29040.2
,"Johnson County, IL",17087,15629.28,60265,1495.7,31387.2
,"Kane County, IL",17089,14446.31,108477,1470.9,29877.5
,"Kankakee County, IL",17091,14721.38,144636,1472.9,29765.5
,"Kendall County, IL",17093,14558.02,72318,1505.4,29795.7
,"Knox County, IL",17095,14787.54,144636,1460.9,29169.1
,"Lake County, IL",17097,14919.27,132583,1419.1,33409.1
,"LaSalle County, IL",17099,14659.25,216954,1479.1,29590.5
,"Lawrence County, IL",17101,15168.24,72318,1697.8,30531.6
,"Lee County, IL",17103,14583.6,120530,1483.6,29374.3
,"Livingston County, IL",17105,14801.53,216954,1474.4,29614.5
,"Logan County, IL",17107,14912.37,168742,1445.9,29574
,"McDonough County, IL",17109,14932.12,108477,1480.8,29238.9
,"McHenry County, IL",17111,14462.83,144636,1522.8,30005.1
,"McLean County, IL",17113,14875.11,253113,1457.8,29523.7
,"Macon County, IL",17115,14989.01,96424,1502.1,29405.3
,"Macoupin County, IL",17117,15273.19,144636,1633,29721
,"Madison County, IL",17119,15421.27,168742,1654.5,29873.6
,"Marion County, IL",17121,15322.39,108477,1620,30282.4
,"Marshall County, IL",17123,14740.55,108477,1438.6,29600.6
,"Mason County, IL",17125,14886.93,132583,1485.5,29315.8
,"Massac County, IL",17127,15685.88,60265,1485.7,31958.1
,"Menard County, IL",17129,15015.32,60265,1520.3,29170.2
,"Mercer County, IL",17131,14721.4,120530,1559.5,29456.9
,"Monroe County, IL",17133,15561.23,84371,1720.9,30060.4
,"Montgomery County, IL",17135,15227.34,180795,1524.1,29851.5
,"Morgan County, IL",17137,15138.62,132583,1558.7,29462.2
,"Moultrie County, IL",17139,15046.86,60265,1617.3,29365.3
,"Ogle County, IL",17141,14525.31,204901,1442.2,29369.5
,"Peoria County, IL",17143,14781.31,144636,1458.1,29283.1
,"Perry County, IL",17145,15505.05,96424,1687.8,30702.2
,"Piatt County, IL",17147,14985.39,84371,1458,29680.5
,"Pike County, IL",17149,15204.99,180795,1431.4,29874.4
,"Pope County, IL",17151,15594.64,84371,1473.1,31811.9
,"Pulaski County, IL",17153,15709.94,48212,1496.8,31706.5
,"Putnam County, IL",17155,14653.05,48212,1549.7,29581.7
,"Randolph County, IL",17157,15520.81,120530,1707,30178.7
,"Richland County, IL",17159,15176.43,72318,1573.3,30589.8
,"Rock Island County, IL",17161,14617.98,84371,1551.3,29334.1
,"St. Clair County, IL",17163,15519.03,108477,1649.4,30186.8
,"Saline County, IL",17165,15555.03,72318,1519.3,31218.6
,"Sangamon County, IL",17167,15084.15,192848,1490.6,29327.9
,"Schuyler County, IL",17169,14999.16,84371,1518.9,29379.6
,"Scott County, IL",17171,15211.24,60265,1612.1,29524.5
,"Shelby County, IL",17173,15073.96,132583,1583.4,29578
,"Stark County, IL",17175,14790.59,60265,1451.1,29155.4
,"Stephenson County, IL",17177,14446.01,96424,1463.8,29380.9
,"Tazewell County, IL",17179,14824.65,120530,1484.9,29494.8
,"Union County, IL",17181,15585.48,96424,1500.1,31195.2
,"Vermilion County, IL",17183,14881,229007,1478.9,29953.6
,"Wabash County, IL",17185,15268.65,72318,1583.2,30553.2
,"Warren County, IL",17187,14841.11,96424,1478.8,29323.9
,"Washington County, IL",17189,15442.9,108477,1632.8,30519.8
,"Wayne County, IL",17191,15348.9,180795,1656.5,30599.4
,"White County, IL",17193,15477.14,108477,1616.6,31096.9
,"Whiteside County, IL",17195,14572.72,120530,1467.4,29487.6
,"Will County, IL",17197,14608.13,216954,1368.6,29954.6
,"Williamson County, IL",17199,15574.41,72318,1513,30714.7
,"Winnebago County, IL",17201,14463.86,84371,1467.1,29742.7
,"Woodford County, IL",17203,14822.86,96424,1423.3,29520.9
,"Adams County, IN",18001,14630.84,72318,1619.8,30147.1
,"Allen County, IN",18003,14540.99,180795,1495.8,30302.1
,"Bartholomew County, IN",18005,15055.18,96424,1711.2,30603.5
,"Benton County, IN",18007,14809.22,72318,1429,30050.2
,"Blackford County, IN",18009,14721.17,48212,1625.1,30287.8
,"Boone County, IN",18011,14734.95,132583,1674.7,29591.6
,"Brown County, IN",18013,15081.49,72318,1745.4,30587
,"Carroll County, IN",18015,14717.54,84371,1448.1,30551.6
,"Cass County, IN",18017,14684.28,72318,1418.4,30389.7
,"Clark County, IN",18019,15108.38,96424,1613.7,30742.9
,"Clay County, IN",18021,14963.26,72318,1620,29993.2
,"Clinton County, IN",18023,14716.68,84371,1467.7,30024.5
,"Crawford County, IN",18025,15195.37,60265,1554.4,30613.7
,"Daviess County, IN",18027,15114.71,108477,1591.5,30162.7
,"Dearborn County, IN",18029,15035.88,60265,1796.7,31175.8
,"Decatur County, IN",18031,14948.63,108477,1710.1,30410
,"De Kalb County, IN",18033,14521.04,96424,1578.3,29874.9
,"Delaware County, IN",18035,14742.46,72318,1667.4,30208
,"Dubois County, IN",18037,15163.28,72318,1491.8,30338.6
,"Elkhart County, IN",18039,14445.85,96424,1458,29653.4
,"Fayette County, IN",18041,14854.86,48212,1740.4,30635.1
,"Floyd County, IN",18043,15086.26,36159,1650.5,30545.9
,"Fountain County, IN",18045,14845.29,72318,1565.7,29937.4
,"Franklin County, IN",18047,14963.64,96424,1777,30963.2
,"Fulton County, IN",18049,14596.86,84371,1484.1,30134.6
,"Gibson County, IN",18051,15286.81,84371,1586.2,30528
,"Grant County, IN",18053,14686.06,72318,1545.8,30176.3
,"Greene County, IN",18055,15036.17,96424,1710.1,30378.3
,"Hamilton County, IN",18057,14699.17,108477,1644,29954.8
,"Hancock County, IN",18059,14726.09,60265,1686.7,29965.8
,"Harrison County, IN",18061,15189.98,96424,1596.5,30916.3
,"Hendricks County, IN",18063,14821.04,72318,1703.9,29650.5
,"Henry County, IN",18065,14767.45,108477,1613.3,30211.9
,"Howard County, IN",18067,14712.15,96424,1513.2,30444.9
,"Huntington County, IN",18069,14642.78,72318,1541.8,30326.2
,"Jackson County, IN",18071,15097.61,108477,1680.1,30991.6
,"Jasper County, IN",18073,14694.86,120530,1540.3,30144
,"Jay County, IN",18075,14692.86,96424,1495.7,30249.7
,"Jefferson County, IN",18077,15108.88,60265,1796.2,30627
,"Jennings County, IN",18079,15072.9,48212,1789.4,30628.7
,"Johnson County, IN",18081,14910.86,48212,1701.6,30056.1
,"Knox County, IN",18083,15169.02,96424,1594,30439
,"Kosciusko County, IN",18085,14535.39,180795,1434.5,30062.5
,"Lagrange County, IN",18087,14486.93,72318,1442.6,29579.3
,"Lake County, IN",18089,14600.65,84371,1599.4,29820.6
,"La Porte County, IN",18091,14513.09,144636,1512.6,29801.2
,"Lawrence County, IN",18093,15064.81,132583,1605,30569.8
,"Madison County, IN",18095,14697.15,72318,1588.3,30066.3
,"Marion County, IN",18097,14759.63,72318,1712.5,29774.7
,"Marshall County, IN",18099,14506.1,108477,1450.2,30081.9
,"Martin County, IN",18101,15107.96,36159,1602.3,30277.5
,"Miami County, IN",18103,14644.75,36159,1516.8,30327.2
,"Monroe County, IN",18105,15044.39,108477,1699.9,30696.8
,"Montgomery County, IN",18107,14780.76,108477,1588.6,29895
,"Morgan County, IN",18109,14939.17,72318,1782.5,30215.8
,"Newton County, IN",18111,14720.14,84371,1475.6,29990.9
,"Noble County, IN",18113,14525.92,72318,1431.7,29771
,"Ohio County, IN",18115,15074.35,24106,1813.8,31149.6
,"Orange County, IN",18117,15142.51,84371,1582.2,30460.2
,"Owen County, IN",18119,14963.08,108477,1696.2,30127.3
,"Parke County, IN",18121,14881.27,96424,1646.7,29743.5
,"Perry County, IN",18123,15265.99,72318,1521.7,30918.4
,"Pike County, IN",18125,15196.34,60265,1492.2,30451.2
,"Porter County, IN",18127,14607.99,84371,1595.4,29898.7
,"Posey County, IN",18129,15472.3,96424,1564.9,31477.6
,"Pulaski County, IN",18131,14631.9,72318,1469.4,30253.6
,"Putnam County, IN",18133,14877.04,84371,1667.1,29792.9
,"Randolph County, IN",18135,14745.79,144636,1551.2,30118.4
,"Ripley County, IN",18137,15100.05,108477,1776,30880.3
,"Rush County, IN",18139,14859.29,72318,1733.8,30366.2
,"St. Joseph County, IN",18141,14437.01,72318,1448.9,29308.9
,"Scott County, IN",18143,15112.87,24106,1735.2,30613.6
,"Shelby County, IN",18145,14864.32,108477,1674.7,30256.9
,"Spencer County, IN",18147,15316.27,96424,1521.7,31238.8
,"Starke County, IN",18149,14520.4,72318,1492,30136.3
,"Steuben County, IN",18151,14455.53,96424,1451.3,29987.9
,"Sullivan County, IN",18153,15040.17,96424,1723.8,30103.8
,"Switzerland County, IN",18155,15070.12,36159,1783.1,30942.5
,"Tippecanoe County, IN",18157,14709.09,108477,1458.5,30292.7
,"Tipton County, IN",18159,14733.46,36159,1638.3,30061.4
,"Union County, IN",18161,14877.52,48212,1749.8,30575.9
,"Vanderburgh County, IN",18163,15401.53,36159,1566.1,31199.2
,"Vermillion County, IN",18165,14915.49,48212,1593.8,29861.1
,"Vigo County, IN",18167,14976.6,84371,1597.3,29874.1
,"Wabash County, IN",18169,14669.78,108477,1540.7,30295
,"Warren County, IN",18171,14789.51,60265,1518.7,29797.6
,"Warrick County, IN",18173,15326.15,108477,1493.8,31273.2
,"Washington County, IN",18175,15127.34,120530,1585.1,30662
,"Wayne County, IN",18177,14787.01,96424,1628.4,30032.4
,"Wells County, IN",18179,14649.64,48212,1640.7,30259
,"White County, IN",18181,14701.7,84371,1465.7,30437.1
,"Whitley County, IN",18183,14553.79,48212,1503.1,29963.5
,"Adair County, IA",19001,14874.78,144636,1703.1,29070.6
,"Adams County, IA",19003,14984.35,72318,1663.9,29106.2
,"Allamakee County, IA",19005,14299.26,132583,1644,28909.6
,"Appanoose County, IA",19007,14894.91,96424,1598,28792
,"Audubon County, IA",19009,14754.3,96424,1546.1,28912.4
,"Benton County, IA",19011,14566.99,108477,1412.3,29004.6
,"Black Hawk County, IA",19013,14475.34,108477,1755.7,28672.6
,"Boone County, IA",19015,14760.57,108477,1609.8,29201.9
,"Bremer County, IA",19017,14435.12,72318,1535.8,28638.4
,"Buchanan County, IA",19019,14503.28,144636,1788.8,28862.7
,"Buena Vista County, IA",19021,14641.37,144636,1431.1,28531.8
,"Butler County, IA",19023,14440.19,144636,1424.1,28729.2
,"Calhoun County, IA",19025,14686.05,96424,1428.9,28724.4
,"Carroll County, IA",19027,14682.93,144636,1432.3,28724
,"Cass County, IA",19029,14959.14,108477,1682.3,29096.2
,"Cedar County, IA",19031,14609.55,144636,1546.2,29442.5
,"Cerro Gordo County, IA",19033,14518.29,144636,1401.6,28560.4
,"Cherokee County, IA",19035,14675.76,96424,1599.4,28374.1
,"Chickasaw County, IA",19037,14406.84,108477,1424.5,28557.8
,"Clarke County, IA",19039,14882.48,72318,1787.2,28785.9
,"Clay County, IA",19041,14573.26,144636,1533.5,28258.6
,"Clayton County, IA",19043,14413.5,204901,1827.7,29444
,"Clinton County, IA",19045,14565.47,132583,1508,29373
,"Crawford County, IA",19047,14741.82,144636,1407.4,28730.3
,"Dallas County, IA",19049,14777.37,120530,1602.3,29248.3
,"Davis County, IA",19051,14915.21,84371,1572.2,28787.9
,"Decatur County, IA",19053,14981.37,72318,1835.5,28942.1
